4.|119|4182|85.|other
85.|51|80|4.|other
4.|119|4183|114.|other
2.|112|1524|164.|other
1.|105|55156|61.|other
61.|28|80|1.|other
2.|112|1525|164.|other
2.|112|1527|164.|other
2.|108|1357|147.|other
147.|206|80|2.|other
2.|108|1359|147.|other
1.|101|4369|161.|other
2.|107|3115|29.|other
29.|218|80|2.|other
2.|112|1528|164.|other
2.|112|1530|64.|other
2.|112|1531|164.|other
2.|112|1532|195.|other
3.|115|4680|145.|other
145.|18|80|3.|other
3.|115|4682|3.|other
3.|115|4684|58.|other
58.|75|80|3.|other
2.|112|1534|164.|other
2.|106|3966|160.|other
2.|106|3967|125.|other
2.|112|1535|164.|other
2.|112|1536|164.|other
2.|112|1537|164.|other
2.|112|1538|164.|other
2.|112|1539|164.|other
2.|106|3969|144.|other
2.|106|3970|216.|other
2.|106|3973|216.|other
2.|106|3974|3.|other
2.|106|3975|3.|other
2.|112|1540|164.|other
2.|112|1541|164.|other
2.|112|1542|164.|other
2.|107|3143|206.|other
2.|112|1544|164.|other
2.|112|1545|164.|other
2.|112|1546|164.|other
2.|112|1547|164.|other
2.|112|1548|164.|other
2.|112|1549|164.|other
2.|112|1550|164.|other
4.|120|2811|150.|other
1.|104|58549|23.|other
23.|171|80|1.|other
4.|119|4184|129.|other
1.|102|3364|11.|other
1.|102|3365|149.|other
1.|102|3366|148.|other
1.|102|3367|108.|other
108.|30|80|1.|other
1.|102|3368|108.|other
1.|102|3369|112.|other
112.|160|443|1.|other
1.|102|3370|188.|other
1.|102|3371|63.|other
1.|102|3374|77.|other
77.|76|80|1.|other
1.|102|3375|17.|other
17.|25|80|1.|other
1.|102|3376|17.|other
1.|102|3377|149.|other
149.|121|80|1.|other
1.|102|3378|239.|other
239.|164|80|1.|other
1.|102|3379|149.|other
1.|102|3381|181.|other
181.|32|443|1.|other
1.|102|3382|81.|other
81.|18|80|1.|other
1.|102|3384|81.|other
1.|102|3385|148.|other
1.|102|3386|169.|other
169.|65|443|1.|other
2.|108|1362|147.|other
2.|108|1364|147.|other
2.|112|1551|195.|other
4.|118|4240|4.|other
4.|118|4241|4.|other
1.|101|4370|1.|other
1.|103|139|1.|other
4.|121|54124|204.|other
2.|113|2018|2.|other
2.|106|139|2.|other
3.|114|4719|56.|other
56.|138|80|3.|other
2.|107|3155|2.|other
3.|114|4720|254.|other
254.|120|80|3.|other
4.|118|4243|53.|other
53.|234|80|4.|other
1.|101|4371|1.|other
1.|101|4372|1.|other
4.|118|4244|53.|other
3.|114|4722|52.|other
52.|39|80|3.|other
3.|114|4723|244.|other
244.|58|80|3.|other
3.|114|4724|243.|other
243.|250|80|3.|other
4.|120|2812|239.|other
3.|114|4725|243.|other
3.|114|4726|27.|other
27.|130|80|3.|other
3.|114|4727|247.|other
3.|114|4728|107.|other
107.|29|80|3.|other
2.|111|4765|1.|other
2.|111|4767|1.|infection
2.|111|4769|1.|other
2.|111|4772|1.|other
2.|111|4773|1.|infection
4.|119|4188|114.|other
4.|119|4189|114.|other
4.|121|54128|1.|other
4.|121|54130|1.|other
2.|113|2019|226.|infection
226.|105|80|2.|other
2.|109|4051|14.|other
2.|108|1366|22.|other
22.|134|80|2.|other
2.|108|1367|16.|other
16.|153|80|2.|other
1.|102|3391|1.|other
2.|106|3977|2.|other
2.|106|3979|91.|other
91.|201|80|2.|other
2.|106|3980|166.|other
2.|109|4053|240.|other
2.|109|4052|240.|other
2.|109|4054|31.|other
1.|103|4164|143.|other
3.|116|4668|132.|other
2.|108|1369|147.|other
2.|112|1555|204.|other
1.|101|4380|204.|other
3.|115|4691|183.|other
3.|115|4692|183.|other
3.|115|4693|147.|other
4.|121|54132|1.|other
4.|121|54134|1.|other
4.|121|54135|1.|other
4.|121|54136|1.|other
4.|121|54137|1.|other
4.|121|54138|1.|other
4.|121|54139|1.|other
4.|121|54140|1.|other
4.|121|54141|1.|other
4.|121|54142|1.|other
4.|121|54143|1.|other
4.|121|54144|1.|other
2.|112|1556|2.|other
4.|120|2816|157.|other
1.|104|58566|67.|other
4.|120|2817|157.|other
67.|30|80|1.|other
157.|22|443|4.|other
1.|104|58567|67.|other
1.|104|58568|67.|other
3.|114|4729|245.|other
3.|114|4730|245.|other
3.|114|4731|31.|other
3.|114|4732|245.|other
3.|114|4733|245.|other
3.|114|4734|245.|other
3.|114|4735|245.|other
1.|103|4167|98.|other
98.|22|80|1.|other
3.|114|4736|245.|other
3.|114|4737|245.|other
3.|114|4738|245.|other
3.|114|4739|245.|other
4.|119|4203|114.|other
4.|119|4204|11.|other
4.|119|4205|114.|other
4.|120|2818|150.|other
2.|109|4056|100.|other
100.|126|80|2.|other
4.|120|2819|1.|other
2.|111|4775|2.|infection
1.|104|58578|204.|other
2.|112|1558|43.|other
4.|120|2820|1.|other
1.|104|58583|23.|other
1.|104|58584|231.|other
1.|104|58585|14.|other
4.|119|4209|125.|other
4.|119|4210|125.|other
2.|106|3985|2.|other
2.|108|1371|147.|other
2.|110|3000|2.|other
2.|108|1372|22.|other
2.|108|1373|16.|other
4.|119|4211|114.|other
4.|119|4212|125.|other
3.|114|4742|188.|other
4.|119|4213|114.|other
2.|109|4058|237.|other
237.|16|80|2.|other
2.|109|4059|104.|other
104.|8|80|2.|other
2.|109|4060|104.|other
3.|116|4679|189.|other
3.|116|4681|43.|other
4.|121|54152|169.|other
169.|91|80|4.|other
4.|121|54153|169.|other
4.|121|54154|121.|other
121.|209|80|4.|other
4.|121|54150|1.|other
4.|121|54156|1.|other
2.|108|1374|2.|other
4.|120|2825|134.|other
4.|120|2826|183.|other
4.|120|2827|158.|other
158.|243|80|4.|other
4.|120|2828|71.|other
71.|71|80|4.|other
4.|120|2829|71.|other
1.|103|4173|163.|other
163.|155|80|1.|other
156.|10|80|3.|other
4.|119|4215|114.|other
4.|119|4216|114.|other
3.|116|4683|132.|other
4.|118|4253|4.|other
4.|118|4254|4.|other
4.|120|2830|157.|other
1.|104|58589|1.|other
1.|103|4183|202.|other
2.|108|1376|147.|other
2.|108|1377|147.|other
1.|101|4383|1.|other
1.|101|4384|1.|other
2.|109|4062|245.|other
1.|103|4204|19.|other
1.|104|58590|23.|other
2.|112|1562|243.|other
2.|109|4067|100.|other
2.|109|4068|216.|other
216.|30|80|2.|other
2.|109|4069|245.|other
2.|109|4073|112.|other
2.|109|4074|112.|other
2.|109|4077|44.|other
44.|113|443|2.|other
2.|109|4079|44.|other
1.|103|4205|163.|other
1.|103|4207|172.|other
172.|51|443|1.|other
1.|103|4210|206.|other
1.|103|4211|81.|other
1.|103|4212|172.|other
2.|109|4108|207.|other
207.|241|80|2.|other
2.|108|1378|161.|other
4.|119|4222|114.|other
4.|119|4224|11.|other
4.|119|4226|114.|other
3.|114|4744|162.|other
3.|114|4745|162.|other
3.|114|4746|31.|other
3.|114|4747|162.|other
3.|114|4748|162.|other
3.|114|4749|162.|other
3.|114|4750|162.|other
3.|114|4751|162.|other
3.|114|4752|162.|other
3.|114|4753|162.|other
3.|114|4754|162.|other
4.|118|4255|53.|other
4.|120|2832|183.|other
4.|120|2833|158.|other
4.|120|2835|199.|other
199.|8|80|4.|other
4.|120|2837|158.|other
4.|120|2838|157.|other
4.|120|2839|157.|other
4.|120|2841|1.|other
2.|109|4110|2.|other
2.|106|3988|2.|other
2.|108|1379|43.|other
4.|121|54170|37.|other
37.|227|80|4.|other
4.|121|54171|204.|other
4.|121|54172|37.|other
4.|121|54174|47.|other
47.|93|80|4.|other
4.|121|54175|169.|other
4.|121|54177|121.|other
4.|121|54179|1.|other
4.|121|54180|1.|other
4.|121|54184|1.|other
4.|121|54185|1.|other
4.|121|54186|1.|other
4.|121|54188|1.|other
4.|121|54189|1.|other
4.|121|54190|1.|other
4.|121|54191|1.|other
4.|121|54192|1.|other
4.|121|54193|1.|other
4.|121|54194|1.|other
4.|121|54195|1.|other
4.|121|54196|1.|other
4.|121|54197|204.|other
2.|109|4111|217.|other
1.|105|55183|1.|other
217.|40|443|2.|other
4.|119|4232|85.|other
3.|116|4688|85.|other
3.|116|4695|133.|other
133.|33|80|3.|other
4.|120|2843|134.|other
4.|119|4234|114.|other
1.|104|58605|86.|other
4.|119|4235|114.|other
3.|116|4697|133.|other
4.|119|4238|18.|other
4.|119|4239|18.|other
123.|63|80|4.|other
2.|113|2036|144.|other
2.|113|2041|144.|other
2.|113|2052|87.|infection
2.|113|2055|144.|infection
2.|113|2060|73.|other
2.|113|2071|144.|other
2.|113|2076|73.|other
2.|113|2100|144.|other
2.|113|2122|228.|other
3.|116|4698|189.|other
1.|102|3395|104.|other
1.|102|3396|11.|other
1.|102|3397|142.|other
142.|118|80|1.|other
2.|108|1382|147.|other
1.|102|3399|126.|other
1.|102|3392|126.|other
126.|130|80|1.|other
3.|117|3792|3.|other
3.|114|139|3.|other
4.|120|2847|157.|other
4.|120|2848|1.|other
4.|120|2849|157.|other
2.|112|1572|170.|infection
2.|112|1573|247.|infection
1.|105|55194|187.|other
2.|109|4114|240.|other
187.|189|80|1.|other
1.|105|55198|80.|other
1.|101|4386|97.|other
2.|107|3156|11.|other
2.|109|4115|31.|other
2.|112|1576|195.|infection
2.|107|3159|96.|other
96.|174|80|2.|other
1.|101|4393|161.|other
2.|109|4116|33.|other
2.|112|1580|239.|infection
2.|112|1582|87.|infection
2.|112|1583|87.|infection
3.|117|3797|100.|other
1.|105|55216|166.|other
1.|105|55217|61.|other
3.|115|4694|24.|other
1.|101|4400|146.|other
24.|58|80|3.|other
3.|115|4699|162.|other
3.|115|4703|183.|other
1.|105|55234|79.|other
1.|101|4407|31.|other
2.|112|1592|173.|infection
3.|115|4708|183.|other
3.|115|4710|60.|other
3.|115|4711|31.|other
1.|101|4410|33.|other
3.|115|4714|162.|other
3.|115|4717|162.|other
3.|115|4718|176.|other
3.|115|4721|176.|other
4.|119|4247|109.|other
2.|106|3993|95.|other
2.|106|3994|11.|other
2.|106|3995|216.|other
2.|106|3997|95.|other
2.|106|3998|95.|other
2.|106|3999|11.|other
1.|101|4417|33.|other
2.|106|4001|11.|other
2.|106|4002|95.|other
2.|106|4004|3.|other
2.|106|4005|95.|other
2.|106|4006|11.|other
2.|106|4007|95.|other
2.|106|4009|216.|other
213.|87|80|3.|other
3.|115|4741|162.|other
2.|106|4010|11.|other
2.|106|4011|11.|other
2.|106|4012|3.|other
2.|106|4013|3.|other
2.|106|4016|11.|other
2.|106|4017|11.|other
2.|106|4018|11.|other
2.|106|4022|11.|other
2.|106|4023|11.|other
2.|106|4025|11.|other
2.|106|4026|11.|other
2.|106|4028|11.|other
2.|106|4029|11.|other
2.|106|4030|11.|other
2.|106|4031|11.|other
2.|106|4032|11.|other
1.|101|4425|204.|other
2.|106|4033|11.|other
2.|106|4034|11.|other
2.|106|4037|11.|other
2.|106|4038|11.|other
2.|106|4039|11.|other
2.|106|4040|11.|other
2.|106|4042|11.|other
2.|106|4043|11.|other
2.|106|4044|11.|other
2.|106|4045|11.|other
2.|106|4047|11.|other
2.|106|4048|11.|other
1.|101|4426|27.|other
2.|106|4049|11.|other
2.|106|4050|11.|other
2.|112|1606|93.|other
3.|115|4773|204.|other
3.|115|4809|206.|other
2.|113|2151|228.|other
3.|115|4824|183.|other
3.|115|4830|183.|other
4.|120|2850|158.|other
1.|104|58613|144.|other
3.|114|4756|171.|other
171.|180|80|3.|other
3.|114|4760|123.|other
3.|114|4761|18.|other
3.|114|4762|18.|other
3.|114|4764|169.|other
3.|114|4765|31.|other
3.|114|4767|85.|other
3.|114|4769|121.|other
3.|114|4772|39.|other
39.|60|443|3.|other
4.|118|4256|125.|other
4.|119|4248|114.|other
4.|119|4249|52.|other
4.|119|4250|125.|other
4.|118|4257|53.|other
4.|119|4251|125.|other
4.|119|4252|114.|other
2.|111|4776|3.|other
2.|111|4778|255.|infection
255.|25|80|2.|other
2.|111|4781|226.|other
2.|111|4782|107.|infection
3.|115|4833|183.|other
3.|115|4834|183.|other
2.|110|3003|23.|other
2.|110|3004|73.|other
2.|110|3009|73.|other
2.|110|3015|73.|other
2.|110|3016|18.|other
2.|110|3021|18.|other
2.|110|3025|49.|other
49.|75|80|2.|other
2.|110|3028|73.|other
3.|115|4835|176.|other
2.|110|3032|133.|other
3.|115|4836|220.|other
1.|104|58619|204.|other
1.|104|58620|204.|other
1.|101|4428|17.|other
1.|101|4429|27.|other
2.|106|4055|189.|other
189.|170|80|2.|other
2.|108|1385|147.|other
4.|121|54203|135.|other
135.|151|80|4.|other
4.|121|54205|204.|other
4.|121|54207|228.|other
4.|121|54208|228.|other
2.|113|2167|236.|other
2.|113|2169|149.|other
2.|113|2170|165.|other
165.|57|80|2.|other
2.|113|2172|226.|other
2.|113|2173|101.|other
2.|113|2174|144.|other
101.|79|80|2.|other
2.|113|2175|226.|other
2.|113|2176|144.|other
2.|113|2181|188.|other
2.|113|2184|144.|other
2.|113|2189|100.|other
4.|119|4258|114.|other
4.|119|4259|114.|other
4.|119|4260|52.|other
2.|113|2237|144.|other
2.|113|2238|144.|other
4.|118|4261|4.|other
2.|110|3039|76.|other
76.|17|80|2.|other
2.|109|4118|245.|other
2.|109|4119|31.|other
1.|104|58623|80.|other
3.|116|4700|11.|other
1.|103|4234|203.|other
3.|116|4701|3.|other
1.|101|4431|1.|other
1.|101|4432|1.|other
2.|112|1611|87.|other
2.|107|3165|219.|other
2.|112|1615|87.|other
2.|112|1616|39.|other
2.|107|3167|189.|other
1.|101|4436|167.|other
3.|115|4840|50.|other
2.|107|3171|100.|other
50.|127|80|3.|other
3.|115|4846|3.|other
1.|101|4439|110.|other
110.|97|80|1.|other
2.|107|3172|220.|other
2.|112|1617|195.|other
2.|112|1619|64.|other
2.|112|1620|64.|other
1.|101|4445|234.|other
2.|112|1621|203.|other
234.|46|80|1.|other
2.|112|1622|39.|other
1.|101|4447|107.|other
2.|107|3173|93.|other
1.|101|4450|174.|other
2.|112|1623|39.|other
2.|107|3177|204.|other
2.|107|3178|219.|other
3.|115|4862|117.|other
117.|33|80|3.|other
3.|115|4864|117.|other
1.|101|4457|204.|other
2.|112|1626|195.|other
2.|112|1627|195.|other
2.|112|1628|236.|other
2.|112|1630|239.|other
2.|106|4066|11.|other
2.|106|4071|95.|other
2.|106|4072|216.|other
2.|106|4075|11.|other
2.|106|4076|95.|other
2.|106|4081|11.|other
2.|106|4082|3.|other
2.|106|4083|3.|other
2.|106|4084|11.|other
2.|106|4085|3.|other
2.|106|4086|95.|other
2.|106|4087|95.|other
2.|106|4088|11.|other
2.|106|4089|11.|other
2.|106|4090|95.|other
2.|106|4091|11.|other
2.|112|1632|33.|other
2.|112|1634|64.|other
2.|112|1635|64.|other
1.|101|4469|33.|other
2.|106|4094|11.|other
2.|106|4096|11.|other
2.|106|4097|193.|other
2.|106|4098|24.|other
2.|106|4099|11.|other
2.|106|4100|11.|other
2.|106|4101|11.|other
2.|106|4102|11.|other
2.|106|4103|11.|other
2.|106|4104|11.|other
2.|106|4105|60.|other
2.|112|1637|33.|other
1.|101|4478|203.|other
2.|106|4106|11.|other
2.|106|4107|11.|other
2.|106|4109|11.|other
2.|106|4112|11.|other
2.|106|4113|11.|other
1.|101|4486|33.|other
2.|112|1640|195.|other
2.|106|4117|11.|other
2.|106|4120|11.|other
1.|101|4492|33.|other
2.|106|4121|11.|other
3.|115|4924|204.|other
4.|120|2853|183.|other
4.|120|2854|133.|other
4.|120|2855|158.|other
133.|184|443|4.|other
1.|104|58629|56.|other
3.|115|4928|169.|other
2.|106|4122|11.|other
2.|106|4123|11.|other
2.|106|4124|11.|other
2.|113|2264|149.|other
2.|113|2265|206.|other
206.|18|443|2.|other
2.|113|2267|144.|other
2.|113|2268|144.|other
2.|112|1641|195.|other
2.|113|2269|188.|other
2.|112|1642|64.|other
2.|106|4125|11.|other
2.|112|1643|64.|other
2.|106|4127|11.|other
2.|113|2272|17.|other
17.|51|443|2.|other
2.|106|4128|11.|other
2.|106|4129|11.|other
2.|106|4130|20.|other
2.|106|4131|11.|other
2.|106|4132|11.|other
2.|106|4133|11.|other
2.|106|4134|11.|other
2.|106|4135|11.|other
2.|106|4136|11.|other
2.|106|4137|11.|other
2.|106|4138|11.|other
2.|106|4139|11.|other
2.|106|4140|11.|other
2.|113|2296|144.|other
2.|106|4141|11.|other
2.|113|2298|144.|other
1.|103|4266|146.|other
3.|116|4702|132.|other
